gvkey,datadate,indfmt,tic,cusip,conm,caps,capx,capxv,ceq,ci,cibegni,citotal,cogs,cshfd,cstkcv,dlc,ebitda,fiao,fincf,fopox,exchg,cik,cshtr_c,mkvalt,prcc_f,prch_f,prcl_f,state
2270,12/31/2023,INDL,VAL,G9460G101,VALARIS LIMITED,1119.8,696.1,696.1,1987.6,877.3,866.8,875.9,1543.6,75.2,0.01,27.2,141.3,-41.7,285.5,27.3,11,314808,222408266,4964.468,68.57,80,54.13,
2277,10/31/2023,INDL,BRRE,96005301,BLUE RIDGE REAL ESTATE CO,18.004,0.284,0.284,21.918,2.498,2.403,2.498,6.596,2.409,0.3,0.005,3.176,0,-0.005,-0.016,19,12779,12372,22.2833,9.25,12,9.25,PA
2285,12/31/2023,INDL,BA,97023105,BOEING CO,10309,1527,1527,-17233,-2997,-2242,-2977,66980,605.8,5,5500,2269,17,-5487,1205,11,12927,1414578451,158876.1799,260.66,267.54,176.25,VA
2312,12/31/2023,INDL,RHI,770323103,ROBERT HALF INC,1354.703,45.874,45.874,1588.351,422.143,411.146,422.143,3766.149,106.074,0.001,80.459,518.837,0,-460.535,-3.08,11,315213,229283377,9249.9753,87.92,89.78,64.65,CA
2352,7/31/2023,INDL,BRC,104674106,BRADY CORP,351.771,19.226,19.226,990.919,190.873,174.857,190.873,642.218,49.869,0.01,14.726,253.813,0.066,-163.568,7.2,11,746598,94403156,2504.1058,51.58,56.3515,40.52,WI
2369,12/31/2023,INDL,BN,11271J107,BROOKFIELD CORP,112,16282,16282,41674,8835,5105,1933,66957,1588.2,,59111,30045,12813,19927,-4953,11,1001085,631786723,61121.0948,40.12,41.05,28.25,ON
2369,12/31/2023,FS,BN,11271J107,BROOKFIELD CORP,112,,,41674,,,,,,,59111,,,,,11,1001085,631786723,61121.0948,40.12,41.05,28.25,ON
2390,10/31/2023,INDL,BRID,108763103,BRIDGFORD FOODS CORP,8.298,2.603,2.603,129.535,3.21,3.474,3.21,174.721,9.077,1,2.227,11.348,0,-2.234,-0.532,14,14177,1039679,94.4008,10.4,14.505,10.03,TX
2403,12/31/2023,INDL,BMY,110122108,BRISTOL-MYERS SQUIBB CO,45684,1209,1209,29430,7775,8040,7760,9796,2078,0.1,3281,18325,27,-9416,1262,11,14272,2573557864,103697.51,51.31,75.18,48.252,NJ
2408,12/31/2023,INDL,TU,87971M103,TELUS CORP,997,2622,2622,16112,689,867,688,12968,1457,8.395,4098,7037,-77,139,52,11,868675,623889853,34615.44,23.58,29,21.16,BC
2410,12/31/2023,INDL,BP,55622104,BP PLC,13815,14285,14285,70262,15369,15880,14702,146073,2958.346,1.53,5934,46288,-44,-13359,3181,11,313807,2131311251,,35.4,41.38,33.535,
2435,4/30/2023,INDL,BF.B,115637209,BROWN FORMAN CORP,1,183,183,3268,900,783,900,1654,480.465,0.15,257,1337,-15,239,132,11,14693,273639877,31332.378,65.09,78.15,60.23,KY
2436,1/31/2023,INDL,CAL,129500104,CALERES INC,180.747,55.913,55.913,420.683,161.069,179.695,163.598,1634.254,35.405,0.01,443.551,264.948,3.142,-58.154,17.302,11,14707,165536156,929.3303,26.02,31.13,17.82,MO
2444,12/31/2023,INDL,BC,117043109,BRUNSWICK CORP,392,289.3,289.3,2087.4,424.2,420.4,424.2,4341.5,70.5,0.75,483,1074.6,0,-487,39.1,11,14930,159199133,6600.9623,96.75,99.675,66.47,IL
2448,12/31/2023,INDL,MTRN,576690101,MATERION CORP,0,119.876,119.876,885.053,90.663,95.702,90.663,1274.545,20.911,11.4,46.156,205.191,0,-24.85,8.916,11,1104657,24908309,2686.664,130.13,132.5,84.23,OH
2490,12/31/2023,INDL,BRK3,08499Z004,BURLINGTON NORTHERN SANTA FE,,3920,3920,49263,5127,5087,5127,13852,,,1587,10024,-15,-3077,-169,0,934612,,,,,,TX
2497,12/31/2023,INDL,MTZ,576323109,MASTEC INC,1263.36,192.941,192.941,2706.152,-49.338,-47.296,-51.991,10605.962,77.535,0.1,315.011,755.173,-41.303,-350.998,48.047,11,15615,204444154,6003.0816,75.72,123.33,44.65,FL
2504,12/31/2023,INDL,UIS,909214306,UNISYS CORP,4749.9,21.3,21.3,-151.8,-178.1,-427.1,-155,1370,68.254,0.01,32.1,178.4,-0.4,-17.3,358.9,11,746838,212449836,384.408,5.62,6.06,2.6,PA
2519,4/30/2023,INDL,BUKS,123720104,BUTLER NATIONAL CORP,13.647,6.51,6.51,46.781,4.516,4.516,4.516,41.303,76.457,0.01,5.132,14.552,0,-5.491,1.492,19,15847,6539733,52.9863,0.6891,1.01,0.61,KS
2526,3/31/2023,INDL,CAE,124765108,CAE INC,42.1,298.9,298.9,4507.7,488.9,231.9,475.6,2735.1,318.417,7.057,214.6,798.4,-0.2,-152.6,-3,11,1173382,174839033,9715.2074,30.56,35.18,20.9,QC
2536,3/31/2023,INDL,RAMP,53815P108,LIVERAMP HOLDINGS INC,1855.916,4.696,4.696,926.076,-119.928,-118.702,-119.928,149.297,66.352,0.1,9.929,-60.672,0,-146.01,159.064,11,733269,176006350,1460.867,21.93,39.43,15.37,CA
2547,12/31/2023,INDL,CI,125523100,CIGNA GROUP (THE),30669,1573,1573,46223,5166,5372,4958,168872,296.882,0.01,2880,12048,-469,-4294,0,11,1739940,426481693,,299.45,327.91,240.5,CT
2547,12/31/2023,FS,CI,125523100,CIGNA GROUP (THE),30669,,,46223,,,,,,,2880,,,,,11,1739940,426481693,,299.45,327.91,240.5,CT
2558,12/31/2023,INDL,CNA,126117100,CNA FINANCIAL CORP,2221,90,90,9893,2131,1205,2131,11557,272.2,2.5,550,1568,-14,-577,-382,11,21175,47333169,,42.31,45.42,36.17,IL
2558,12/31/2023,FS,CNA,126117100,CNA FINANCIAL CORP,2221,,,9893,,,,,,,550,,,,,11,21175,47333169,,42.31,45.42,36.17,IL
2573,9/30/2023,INDL,CSPI,126389105,CSP INC,20.883,0.226,0.226,46.148,6.438,5.204,6.438,42.369,4.471,0.01,2.466,2.228,0,-2.401,1.878,14,356037,4047146,82.74,17.5,26.39,6.6845,MA
2574,12/31/2023,INDL,CSX,126408103,CSX CORP,691,2281,2281,12128,3791,3715,3791,7622,2013,1,626,7035,50,-3867,-5,14,277948,3234507272,67910.1052,34.67,35.09,27.6,FL
2577,12/31/2023,INDL,CTS,126501105,CTS CORP,45.097,14.738,14.738,526.822,65.467,60.532,65.467,330.282,31.579,5.558,4.394,111.806,0,-65.399,7.154,11,26058,45780672,1348.2418,43.74,49.59,35.5016,IL
2578,12/31/2023,INDL,TLS,87969B101,TELOS CORP/MD,433.781,0.926,0.926,159.003,-34.427,-34.422,-34.427,87.366,69.256,0.001,1.827,-32.023,-0.678,-6.151,23.123,14,320121,153871778,256.376,3.65,5.36,1.53,VA
2581,12/31/2023,INDL,CVV,126601103,CVD EQUIPMENT CORP,28.695,0.418,0.418,26.203,-4.18,-4.18,-4.18,18.246,6.788,0.01,0.081,-3.816,0,-0.001,1.019,14,766792,9394651,30.2348,4.43,15.82,3.93,NY
2593,9/30/2023,INDL,CBT,127055101,CABOT CORP,0,244,244,1264,561,484,522,2962,56.5,1,197,667,-42,-403,27,11,16040,74019071,3826.7519,69.27,83.735,60.5,MA
2596,6/30/2023,INDL,CACI,127190304,CACI INTL INC  -CL A,546.334,63.717,63.717,3224.199,410.76,384.735,410.76,4402.728,23.413,0.1,92.198,709.064,0,-316.108,109.043,11,16058,34925084,7770.1295,340.84,342.83,245.3207,VA
2615,2/28/2023,INDL,CAMPQ,128126208,CALAMP CORP,184.672,11.1,11.1,14.307,-33.033,-32.49,-33.033,169.512,36.132,0.01,5.589,6.817,0,-0.909,11.038,19,730255,112332891,159.6468,4.27,7.62,2.96,CA
2628,12/31/2023,INDL,CWT,130788102,CALIFORNIA WATER SERVICE GP,876.583,383.747,383.747,1426.733,51.376,51.376,51.911,611.474,56.983,0.01,182.478,183.158,11.336,171.543,-8.013,11,1035201,70365272,2994.1439,51.87,63.92,45.44,CA
2663,7/31/2023,INDL,CPB,134429109,CAMPBELL'S CO (THE),420,370,370,3661,853,858,853,6076,301,0.0375,261,1756,1,-723,106,14,16732,659994197,13654.36,45.82,57.775,44.76,NJ
2675,12/31/2023,INDL,MLFNF,564905107,MAPLE LEAF FOODS INC,3.227,198.181,198.181,1514.779,-88.168,-124.976,-88.168,4145.16,121.8,7.119,438.766,317.701,-3.378,123.971,-67.094,19,1202643,44034360,3092.7582,25.24,31.63,22.73,ON
2696,12/31/2023,INDL,CNI,136375102,CANADIAN NATIONAL RAILWAY CO,373,3187,3187,20117,5315,5625,5315,8414,659.1,5.455,2457,8414,38,-3406,-7,11,16868,304533896,107041.685,166.55,168.8,143.13,QC
2698,12/31/2023,INDL,CP,13646K108,CANADIAN PAC KANSAS CITY LTD,88,2499,2499,41492,3205,3923,3218,6491,933.7,27.47,3245,6064,-17,-1955,6794,11,16875,303260967,97721.364,104.84,112.96,94.45,AB
2703,12/31/2023,INDL,CDNAF,136681202,CANADIAN TIRE CORP  -CL A,2.9,580.9,580.9,5548,275.3,339.1,139.3,10921.9,56.457,,2424.6,2103,-605.6,-621,250.2,19,,56041080,8303.7426,140.72,189.815,131.46,ON
2710,2/28/2023,INDL,STZ,21036P108,CONSTELLATION BRANDS,1903,1035.4,1035.4,8413.6,429.9,-38.5,370.2,4296.6,192.543,0.01,1256.2,3307.2,-91.5,-1819.9,1890.3,11,16918,256836297,40981.6163,223.7,261.525,208.12,NY
2721,12/31/2023,INDL,CAJPY,138006309,CANON INC,2872.755,1633.888,1633.888,23787.545,3511.708,2017.785,3338.946,13999.911,1001.604,0.93,2992.11,4356.235,-55.762,-1111.892,-169.69,19,16988,21345489,,25.677,27.434,21.01,
2735,12/31/2023,INDL,CPTP,140430109,CAPITAL PROPERTIES INC,0.782,0,0,7.591,2.327,2.327,2.327,0.796,6.6,0.01,0,3.335,0,-1.848,0,19,202947,94243,79.2,12,13,10.55,RI
2751,6/30/2023,INDL,CAH,14149Y108,CARDINAL HEALTH INC,0,481,481,-2852,225,262,224,197686,262,8.4,892,2691,-3,-3051,1452,11,721371,569984051,23737.07,94.57,95.1,51.32,OH
2771,12/31/2023,INDL,CSL,142339100,CARLISLE COS INC,553.8,142.2,142.2,2829,814.1,767.4,814.1,2891.8,50.4,1,422.5,1131.4,-3.4,-1349.7,99,11,790051,93773633,14902.911,312.43,318.74,203.655,AZ
2777,12/31/2023,INDL,ASWRF,40281L109,GUNGNIR RESOURCES INC,7.921,0.545,0.545,5.032,-0.711,-0.711,-0.711,0.003,119.63,0.279,0,-0.738,0,0,0.06,19,1686954,14453702,3.5889,0.03,0.11,0.025,BC
2783,12/31/2023,INDL,DUK8,26499B009,PROGRESS ENERGY INC,11830,4917,4984,22860,1957,1956,1957,8334,,0.01,1798,5210,-1,1006,,0,1094093,,,,,,NC
2787,6/30/2023,INDL,CRS,144285103,CARPENTER TECHNOLOGY CORP,328.4,82.3,82.3,1396.1,86.9,56.4,86.9,2082,49.2,5,9.1,264.1,-1.9,-40.1,33,11,17843,109488677,2729.9387,56.13,56.34,24.76,PA
2807,4/30/2023,INDL,CASY,147528103,CASEYS GENERAL STORES INC,0,476.568,476.568,2660.666,446.691,446.691,446.691,12022.069,37.52,2.95,52.861,937.167,-3.94,-116.926,53.895,14,726958,68143845,8526.5197,228.82,249.9018,181.4,IA
2817,12/31/2023,INDL,CAT,149123101,CATERPILLAR INC,5588.1,3092,3092,19494,10969,10332,10972,41223,513.6,1,13553,17358,0,-6932,278,11,18230,759273965,147650.7976,295.67,299.2,204.04,TX
2818,1/31/2023,INDL,CATO,149205106,CATO CORP  -CL A,122.431,19.433,19.433,226.593,-0.929,0.029,-0.929,509.664,19.931,0.033,67.36,7.035,0,-29.278,4.307,11,18255,35986929,203.6408,9.94,18,8.4,NC
2820,3/31/2023,INDL,CVCO,149568107,CAVCO INDUSTRIES INC,271.95,44.106,44.106,976.286,240.629,240.841,240.342,1570.878,8.924,0.01,7.064,328.812,-1.421,-102.196,5.29,14,278166,16256515,2753.2171,317.74,317.86,179.47,AZ
2829,10/31/2023,INDL,RFIL,749552105,R F INDUSTRIES LTD,26.087,2.483,2.483,39.762,-3.078,-3.078,-3.078,50.198,10.283,0.01,4.738,-0.438,0,-1.337,1,14,740664,3121017,30.6153,2.96,5.9299,2.525,CA
2884,12/31/2023,INDL,LUMN,550241103,LUMEN TECHNOLOGIES INC,18126,3100,3100,417,-10009,-10298,-10009,7144,983.081,1,425,4289,-22,-18,10343,11,18926,5878119887,1845.5294,1.83,6.19,0.7801,LA
2960,12/31/2023,INDL,CHE,16359R103,CHEMED CORP,1343.355,56.854,56.854,1107.876,272.509,272.509,272.509,1444.802,15.2,1,38.635,424.495,16.239,-79.825,43.679,11,19584,18065954,8791.7163,584.75,596.9112,481.99,OH
2968,12/31/2023,FS,JPM,46625H100,JPMORGAN CHASE & CO,90128,,,300474,56450,,,,,,312421,,,,,11,19617,2682709549,489319.6959,170.1,170.69,123.11,NY
2968,12/31/2023,INDL,JPM,46625H100,JPMORGAN CHASE & CO,90128,0,,300474,56450,49552,56450,90641,2943.1,1,312421,94615,-24688,-25571,15427,11,19617,2682709549,489319.6959,170.1,170.69,123.11,NY
2986,12/31/2023,INDL,CPK,165303108,CHESAPEAKE UTILITIES CORP,758.406,188.618,188.618,1246.104,85.853,87.212,85.853,443.945,18.435,0.4867,200.812,226.659,0,906.609,,11,19745,28524034,2348.6831,105.63,132.91,83.795,DE
2990,12/31/2023,INDL,IMNN,15117N602,IMUNON INC,401.501,0.452,0.452,13.388,-19.481,-19.515,-19.481,0,9.045,0.01,0.485,-20.783,0,-3.639,1.497,14,749647,10837307,6.392,0.68,1.72,0.6348,NJ
2991,12/31/2023,INDL,CVX,166764100,CHEVRON CORP,21125,15829,15829,160957,21249,21411,21207,148303,1880.307,0.75,2067,43555,-40,-30109,496,11,93410,2159897409,278280.0557,149.16,187.81,140.72,CA
2999,12/31/2023,INDL,CVR,168088102,CHICAGO RIVET & MACHINE CO,0.447,1.078,1.078,25.967,-4.402,-4.402,-4.402,30.832,0.966,1,0,-4.562,0,-0.618,0,12,19871,863888,16.4027,16.98,32.94,15.16,IL
3007,6/30/2023,INDL,EAT,109641100,BRINKER INTL INC,690,184.9,184.9,-144.3,101.9,102.6,101.9,3633.1,45,0.1,122.6,324.1,-5.3,-80.5,40.2,11,703351,264817360,1632.36,36.6,42.12,21.65,TX
3026,12/31/2023,INDL,CHD,171340102,CHURCH & DWIGHT INC,454.8,223.5,223.5,3855.4,757.7,755.6,757.7,3082.3,247.6,1,228.5,1283.7,-0.1,-725.6,72.1,11,313927,361426795,22992.5477,94.56,100.52,78.63,NJ
3028,12/31/2023,INDL,CHDN,171484108,CHURCHILL DOWNS INC,0,676.5,676.5,893.6,417.3,417.3,417.3,1497,76.1,0,75.9,762.4,-13.7,129.3,62.9,14,20212,93764321,10052.285,134.93,150.4508,104.315,KY
3039,12/31/2023,INDL,CIN1,172070005,DUKE ENERGY OHIO INC,3100,939,948,5100,334,334,334,1616,,8.5,614,891,-5,385,,0,20290,,,,,,OH
3062,5/31/2023,INDL,CTAS,172908105,CINTAS CORP,,331.109,331.109,3863.986,1317.871,1348.01,1317.871,4409.86,103.377,,43.71,2059.705,-15.875,-1172.836,103.621,14,723254,118499818,48031.7465,472.14,478.385,343.86,OH
3105,12/31/2023,INDL,IHRT,45174J509,IHEARTMEDIA INC,2947.096,102.67,102.67,-394.155,-1100.136,-1100.339,-1102.457,1494.234,149.255,0.001,74.172,600.62,-3.725,-152.158,939.481,14,1400891,250627805,329.2511,2.67,9.01,1.775,TX
3107,12/31/2023,INDL,CLF,185899101,CLEVELAND-CLIFFS INC,4861,646,646,7887,277,450,226,19627,511,0.125,90,1792,-238,-1504,38,11,764065,2450004223,10309.7925,20.42,22.83,13.61,OH
3121,6/30/2023,INDL,CLX,189054109,CLOROX CO/DE,1245,228,228,220,147,161,135,4278,124.181,1,146,1067,18,-753,556,11,21076,333179772,19692.3328,159.04,178.205,124.58,CA
3138,12/31/2023,INDL,COKE,191098102,COCA COLA CONSOLIDATED INC,135.953,282.304,282.304,1435.598,488.936,408.375,488.936,3900.379,9.392,1,28.681,1015.777,-28.548,-77.719,272.15,14,317540,9736177,8702.8216,928.4,961.91,470,NC
3144,12/31/2023,INDL,KO,191216100,COCA-COLA CO,19209,1852,1852,25941,11176,10703,11334,17394,4339,0.25,6878,14415,-465,-8310,1635,11,21344,3434562469,253870.44,58.93,64.99,51.55,GA
3153,12/31/2023,INDL,CDE,192108504,COEUR MINING INC,4139.87,364.617,364.617,1023.903,-114.624,-103.612,-114.624,632.896,343.059,0.01,32.611,90.502,-2.37,236.053,38.915,11,215466,1438469910,1259.2826,3.26,4.55,2,IL
3158,12/31/2023,INDL,COHU,192576106,COHU INC,686.146,16.053,16.053,950.17,33.389,28.156,33.389,319.028,48.025,1,11.457,99.141,0,-68.137,21.861,14,21535,61888466,1669.5586,35.39,43.99,29.0671,CA
3170,12/31/2023,INDL,CL,194162103,COLGATE-PALMOLIVE CO,3808,705,705,609,2530,2455,2417,7635,829.2,1,425,4673,18,-2793,366,11,21665,1158629611,65474.8302,79.71,82.09,67.62,NY
3198,12/31/2023,INDL,CGP1,196522007,COLORADO INTERSTATE GAS CO,,38,38,791,134,132,134,101,,,6,212,2,-136,-1,0,200155,,,,,,CO
3203,8/31/2023,INDL,CCF,16150R104,CHASE CORP,24.142,7.306,7.306,408.306,42.239,33.182,42.239,223.76,9.459,0.1,1.485,97.103,0,-85.418,11.031,12,830524,18579104,1202.256,126.5,135.27,79,MA
3221,12/31/2023,INDL,AON,G0403H108,AON PLC,6944,252,252,-826,2877,2628,2814,9183,205,0.01,1386,4193,126,-2865,466,11,315293,212201931,57796.572,291.02,347.37,280.89,
3221,12/31/2023,FS,AON,G0403H108,AON PLC,6944,,,-826,,,,,,,1386,,,,,11,315293,212201931,57796.572,291.02,347.37,280.89,
3226,12/31/2023,INDL,CMCSA,20030N101,COMCAST CORP,38533,12379,12379,82703,16445,15107,16746,83922,4148,0.01,2817,37650,5,-19850,789,14,1166691,4664822236,174468.7137,43.85,47.455,34.63,PA
3231,12/31/2023,INDL,CMA,200340107,COMERICA INC,2224,153,,6012,1575,881,1575,1750,132.576,5,3565,1976,-4636,-1525,133,11,28412,727729178,7361.2274,55.81,77.34,28.4,TX
3231,12/31/2023,FS,CMA,200340107,COMERICA INC,2224,,,6012,1575,,,,,,3565,,,,,11,28412,727729178,7361.2274,55.81,77.34,28.4,TX
3238,12/31/2023,INDL,CBSH,200525103,COMMERCE BANCSHARES INC,3162.622,88.074,,2944.116,680.629,485.177,672.512,418.613,130.072,5,2908.815,893.468,-730.828,-883.119,-97.761,14,22356,145205351.3,6967.4947,53.41,66.85714286,40.91428571,MO
3238,12/31/2023,FS,CBSH,200525103,COMMERCE BANCSHARES INC,3162.622,,,2944.116,680.629,,,,,,2908.815,,,,,14,22356,145205351.3,6967.4947,53.41,66.85714286,40.91428571,MO
3243,12/31/2023,FS,C,172967424,CITIGROUP INC,108955,,,187853,,,,,,,348203,,,,,11,831001,4399074967,,51.44,53.23,38.17,NY
3243,12/31/2023,INDL,C,172967424,CITIGROUP INC,108955,6583,6583,187853,11463,9228,11700,96112,1955.8,0.01,452861,59350,18390,687,16095,11,831001,4399074967,,51.44,53.23,38.17,NY
3246,8/31/2023,INDL,CMC,201723103,COMMERCIAL METALS,394.672,606.665,606.665,4120.873,970.433,859.76,970.433,6775.988,118.606,0.01,74.958,1391.41,-1.888,-599.479,62.586,11,22444,238133190,6558.6294,56.29,58.09,35.22,TX
3278,12/31/2023,INDL,CAR,53774105,AVIS BUDGET GROUP INC,6634,7055,7055,-349,1640,1635,1637,5842,38.8,0.01,750,4758,-66,3506,366,14,723612,130130649,6292.73,177.26,251.26,157.55,NJ
3336,3/31/2023,INDL,DXC,23355L106,DXC TECHNOLOGY CO,9121,267,267,3497,-957,-566,-957,11442,228.99,0.01,817,1712,-6,-1507,1980,11,1688568,553882560,5488.371,25.56,36,22.46,VA
3358,7/31/2023,INDL,CMTL,205826209,COMTECH TELECOMMUN,636.925,18.311,18.311,438.299,-26.899,-26.899,-26.899,353.612,28.002,0.1,13.02,38.6,-3.91,20.051,19.962,14,23197,59769692,285.1201,10.16,16.87,8.31,AZ
3362,5/31/2023,INDL,CAG,205887102,CONAGRA BRANDS INC,2376.9,362.2,362.2,8736.8,644.7,683.2,650.4,8617,480.7,5,2199.7,2222.7,0.9,-631.6,831.9,11,23217,1026199302,16633.792,34.87,41.3,31.07,IL
3369,6/30/2023,INDL,RAVE,754198109,RAVE RESTAURANT GROUP INC,37.729,0.065,0.065,10.391,1.613,1.613,1.613,3.956,15.911,0.01,0.463,2.37,0,-5.009,0.423,14,718332,11573918,28.5911,2.02,2.28,1.0651,TX
3382,12/31/2023,INDL,SSTK,825690100,SHUTTERSTOCK INC,424.229,44.645,44.645,527.094,113.734,110.269,113.734,273.206,36.242,0.01,39.076,195.199,0,-102.704,0.21,11,1549346,140191381,1717.3679,48.28,81.23,33.8,NY
3392,12/31/2023,INDL,NU1,207597006,CONNECTICUT LIGHT & POWER CO,3384.265,1093.121,1093.121,6090.67,518.749,518.733,518.749,3380.457,,10,251.87,1198.347,114.256,635.297,,0,23426,,,,,,CT
3410,12/31/2023,FS,TCI,893617209,TRANSCONTINENTAL RLTY INVS,260.99,,,826.007,,,,,,,23.299,,,,,11,733590,1311823,298.5638,34.56,47.35,27.23,TX
3410,12/31/2023,INDL,TCI,893617209,TRANSCONTINENTAL RLTY INVS,260.99,0,0,826.007,7.25,7.25,5.937,59.897,8.639,0.01,23.299,21.088,-0.455,-139.02,4.201,11,733590,1311823,298.5638,34.56,47.35,27.23,TX
3413,12/31/2023,INDL,ED,209115104,CONSOLIDATED EDISON INC,9739,4353,4379,21158,2516,2516,2519,10301,349.3,0.1,2654,4362,-36,-1488,,11,1047862,477826228,31422.4935,90.97,100.92,80.46,NY
3424,12/31/2023,INDL,BH,08986R309,BIGLARI HOLDINGS INC,385.594,23.405,23.405,599.33,55.811,55.539,55.22,210.657,0.29,,14.855,77.659,0,-16.132,3.947,11,1726173,721089,232.6245,164.93,218.5,137.01,TX
3429,12/31/2023,INDL,CTO,22948Q101,CTO REALTY GROWTH INC,168.435,0,0,457.496,-3.34,5.53,-3.34,75.907,22.53,0.01,0,,-0.18,2.765,8.612,11,23795,36290446,392.4032,17.33,20.1,15.63,FL
3429,12/31/2023,FS,CTO,22948Q101,CTO REALTY GROWTH INC,168.435,,,457.496,,,,,,,,,,,,11,23795,36290446,392.4032,17.33,20.1,15.63,FL
3439,12/31/2023,INDL,CMS,125896100,CMS ENERGY CORP,5705,2407,2407,7320,814,808,893,5047,291.7,0.01,1078,2415,38,1143,,11,811156,543540022,17098.1308,58.07,65.72,49.87,MI
3504,10/31/2023,INDL,COO,216648501,COOPER COS INC (THE),1833.4,392.5,392.5,7550.8,313.5,300.5,307.2,1025.1,49.8,0.1,83.6,1032.3,0,-173.9,113.4,14,711404,72911237,15431.625,311.75,399.62,257.28,CA
3505,12/31/2023,INDL,TAP,60871R209,MOLSON COORS BEVERAGE CO,7108.4,671.5,671.5,13196,1046.5,956.4,1038.1,6857.8,217.3,,958.7,2271.7,-31,-981.4,365.7,11,24545,458114456,13065.375,61.21,70.9,48.485,CO
3516,6/30/2023,INDL,CBYDF,218349108,CORBY SPIRIT AND WINE LTD,0,3.876,3.876,179.995,21.843,21.959,21.843,54.023,28.469,,1.286,46.537,0,71.571,3.733,19,,3375118,400.6941,14.2,18.6,13.46,ON
3532,12/31/2023,INDL,GLW,219350105,CORNING INC,16929,1390,1390,11551,430,648,363,7147,859,0.5,432,2659,-39,-883,66,11,24741,1057925266,24969,30.45,37.1,25.26,NY
3562,12/31/2023,INDL,CUZ,222795502,COUSINS PROPERTIES INC,5638.709,0,0,4524.151,84.241,83.816,83.388,584.067,152.04,1,429.087,,1.953,-71.725,-36.102,11,25232,398395067,3696.3057,24.35,28.66,17.4,GA
3562,12/31/2023,FS,CUZ,222795502,COUSINS PROPERTIES INC,5638.709,,,4524.151,,,,,,,429.087,,,,,11,25232,398395067,3696.3057,24.35,28.66,17.4,GA
3570,7/31/2023,INDL,CBRL,22410J106,CRACKER BARREL OLD CTRY STOR,3.886,126.987,126.987,483.825,99.05,99.05,99.05,3030.41,22.265,0.01,46.411,227.506,0,-146.096,80.504,14,1067294,135417799,2064.7528,93.2,121.17,88.72,TN
3580,12/31/2023,INDL,CR,224408104,CRANE CO,398.2,42.7,42.7,1357.8,286.6,255.9,286.7,1242.1,57.5,1,10.8,360.2,-237.1,-423.2,21.5,11,1944013,80547514,6724.4107,118.14,123.78,67.28,CT
3581,12/31/2023,INDL,CRD.A,224633206,CRAWFORD & CO,82.589,4.89,4.89,141.618,26.922,30.26,27.315,929.895,49.595,1,39.164,112.333,-7.289,-54.68,9.628,11,25475,17932908,644.9189,13.18,13.68,5.33,GA
3591,12/31/2023,INDL,AGC1,02635K005,ONEMAIN FINANCE CORP,1959,0,0,3180,681,641,681,3183,,0.5,0,2116,0,937,1753,0,25598,,,,,,IN
3592,12/31/2023,INDL,OMF,68268W103,ONEMAIN HOLDINGS INC,1715,0,0,3186,681,641,681,3157,120.63,0.01,0,2142,0,932,1753,11,1584207,251783984,5892.0444,49.2,49.89,32.79,IN
3592,12/31/2023,FS,OMF,68268W103,ONEMAIN HOLDINGS INC,1715,,,3186,,,,,,,,,,,,11,1584207,251783984,5892.0444,49.2,49.89,32.79,IN
3619,12/31/2023,INDL,CCK,228368106,CROWN HOLDINGS INC,17,793,793,2410,793,587,655,9546,119.667,5,821,1882,-143,116,180,11,1219601,284117388,11110.106,92.09,96.35,75.61,PA
3622,3/31/2023,INDL,CRWS,228309100,CROWN CRAFTS INC,57.126,0.813,0.813,49.214,5.65,5.65,5.65,54.537,10.12,0.01,2.427,8.342,0,9.319,0.655,14,25895,3972364,58.487,5.76,6.7,5.1,LA
3643,12/31/2023,INDL,CFR,229899109,CULLEN/FROST BANKERS INC,1055.809,158.63,,3570.995,827.048,597.973,827.048,705.223,64.405,0.01,4141.388,1018.329,-2033.628,-2876.95,113.986,11,39263,133596900,6963.4307,108.49,139.33,82.25,TX
3643,12/31/2023,FS,CFR,229899109,CULLEN/FROST BANKERS INC,1055.809,,,3570.995,827.048,,,,,,4141.388,,,,,11,39263,133596900,6963.4307,108.49,139.33,82.25,TX
3647,4/30/2023,INDL,CULP,230215105,CULP INC,44.25,2.108,2.108,89.08,-31.533,-31.52,-31.533,216.719,12.283,0.05,2.64,-19.763,-0.403,-0.436,7.218,11,723603,9970553,67.3054,5.46,6.46,3.945,NC
3650,12/31/2023,INDL,CMI,231021106,CUMMINS INC,2008,1213,1213,8850,521,840,419,24934,142.7,2.5,2032,4398,-202,-2177,222,11,26172,226037079,33971.026,239.57,265.28,203.18,IN
3662,12/31/2023,INDL,CW,231561101,CURTISS-WRIGHT CORP,140.182,44.666,44.666,2328.413,400.202,354.509,400.202,1662.023,38.529,1,31.81,600.774,-1.097,-273.403,16.803,11,26324,40919690,8511.2464,222.79,224.74,156.76,NC
3691,12/31/2023,INDL,GTBP,36254L308,GT BIOPHARMA INC,689.539,0,0,7.475,-7.597,-7.597,-7.597,0,40.431,0.001,0.058,-13.576,0,6.268,-3.08,14,109657,61548986,10.5618,0.255,1.1,0.1797,CA
3708,12/31/2023,INDL,WEN,95058W100,WENDY'S CO,2960.035,85.021,85.021,309.779,210.241,204.44,210.241,807.271,211.534,0.1,98.853,513.205,0,-504.303,61.258,14,30697,671985276,4001.1336,19.48,23.9,18.19,OH
